-- No Theme --,-- Nici o tema --,module,Magento_Config
-- Please Select --,-- Selectati --,module,Magento_Backend
-- Please Select --,-- Selectati --,module,Magento_Catalog
-- Please select --,-- Selectati --,module,Magento_Catalog
-- Please Select --,-- Selectati --,module,Magento_Cms
-- Please Select --,-- Selectati --,module,Magento_Customer
Print Order,Printare comanda,module,Magento_Sales
Print Order # %1,Printare comanda # %1,module,Magento_Sales
Print Packing Slips,Imprimare ambalaj,module,Magento_Sales
Print Refund,Printati restituirea,module,Magento_Sales
Print Shipment,Printati livrarea,module,Magento_Shipping
Print Shipping Label,Printati eicheta livrare,module,Magento_Shipping
Print Shipping Labels,Imprimare etichete de livrare,module,Magento_Sales
Print This Page,Imprimati imaginea,module,Magento_Catalog
Priority,Prioritate,module,Magento_CatalogRule
Priority,Prioritate,module,Magento_SalesRule
Priority,Prioritate,module,Magento_Sitemap
Priority,Prioritate,module,Magento_Tax
Priority Mail,Posta Prioritara,module,Magento_Usps
Priority Mail Express,Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Flat Rate Boxes,Cutii Tarif Forfetar Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Flat Rate Boxes Hold For Pickup,Cutii Tarif Forfetar Posta Prioritara Expres în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Express Flat Rate Envelope,Plic Tarif Forfetar Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetarl în asteptare pentru ridicare Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Hold For Pickup,Posta Prioritara Expres în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Express International,Posta Prioritara Expres la nivel International,module,Magento_Usps
Priority Mail Express International Flat Rate Boxes,Cutii Tarif Forfetar Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express International Flat Rate Envelope,Plic Tarif Forfetar Posta Prioritara Expres la nivel International,module,Magento_Usps
Priority Mail Express International Legal Flat Rate Envelope,Plic Tarif Forfetar Legal Posta Prioritara Expres la nivel International,module,Magento_Usps
Priority Mail Express International Padded Flat Rate Envelope,Plic Tarif Forfetar Captusit Posta Prioritara Expres la nivel International,module,Magento_Usps
Priority Mail Express Legal Flat Rate Envelope,Plic Tarif Forfetar Legal Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Legal Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Legal Posta Prioritara Expres în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Express Padded Flat Rate Envelope,Plic Tarif Forfetar Captusit Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Padded Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Captusit Posta Prioritara Expres în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Express Sunday/Holiday Delivery,Livrare de Sarbatori/Duminica Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes,Cutii Tarif Forfetar Livrare de Sarbatori/Duminica Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope,Plic Tarif Forfetar Livrare de Sarbatori/Duminica Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope,Plic Tarif Forfetar Legal Livrare de Sarbatori/Duminica Posta Prioritara Expres,module,Magento_Usps
Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope,Plic Tarif Forfetar Captusit Livrare de Sarbatori/Duminica Posta Prioritara Expres,module,Magento_Usps
Priority Mail Flat Rate Envelope,Plic Tarif Forfetar Posta Prioritara,module,Magento_Usps
Priority Mail Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Gift Card Flat Rate Envelope,Plic Card-cadou Tarif Forfetar Posta Prioritara,module,Magento_Usps
Priority Mail Gift Card Flat Rate Envelope Hold For Pickup,Plic Card-cadou Tarif Forfetar Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Hold For Pickup,Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail International,Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International DVD Flat Rate priced box,Cutie DVD Tarif Forfetar fixat Posta Prioritara la nivel Iternational,module,Magento_Usps
Priority Mail International Flat Rate Envelope,Plic Tarif Forfetar Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Gift Card Flat Rate Envelope,Plic Card-cadou Tarif Forfetar Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Large Flat Rate Box,Cutie Tarif Forfetar Mare Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Large Video Flat Rate priced box,Cutie Video Mare Tarif Forfetar fixat Posta Prioritara la nivel Iternational,module,Magento_Usps
Priority Mail International Legal Flat Rate Envelope,Plic Tarif Forfetar Legal Posta Prioritara la nivel Iternational,module,Magento_Usps
Priority Mail International Medium Flat Rate Box,Cutie Tarif Forfetar Medie Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Padded Flat Rate Envelope,Plic Tarif Forfetar Captusit Posta Prioritara la nivel Iternational,module,Magento_Usps
Priority Mail International Small Flat Rate Box,Cutie Tarif Forfetar Mica Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Small Flat Rate Envelope,Plic Tarif Forfetar Mic Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail International Window Flat Rate Envelope,Plic Fereastra Tarif Forfetar Posta Prioritara la nivel International,module,Magento_Usps
Priority Mail Large Flat Rate Box,Cutie Tarif Forfetar Mare Posta Prioritara,module,Magento_Usps
Priority Mail Large Flat Rate Box Hold For Pickup,Cutie Tarif Forfetar Mare Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Legal Flat Rate Envelope,Plic Tarif Forfetar Legal Posta Prioritara,module,Magento_Usps
Priority Mail Legal Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Legal Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Medium Flat Rate Box,Cutie Tarif Forfetar Medie Posta Prioritara,module,Magento_Usps
Priority Mail Medium Flat Rate Box Hold For Pickup,Cutie Tarif Forfetar Medie Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Padded Flat Rate Envelope,Plic Tarif Forfetar Captusit Posta Prioritara,module,Magento_Usps
Priority Mail Padded Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Captusit Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Regional Rate Box A,Cutie A Pret Regional Posta Prioritara,module,Magento_Usps
Priority Mail Regional Rate Box A Hold For Pickup,Cutie A Pret Regional Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Regional Rate Box B,Cutie B Pret Regional Posta Prioritara,module,Magento_Usps
Priority Mail Regional Rate Box B Hold For Pickup,Cutie B Pret Regional Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Regional Rate Box C,Cutie C Pret Regional Posta Prioritara,module,Magento_Usps
Priority Mail Regional Rate Box C Hold For Pickup,Cutie C Pret Regional Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Small Flat Rate Box,Cutie Tarif Forfetar Mica Posta Prioritara,module,Magento_Usps
Priority Mail Small Flat Rate Box Hold For Pickup,Cutie Tarif Forfetar Mica Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Small Flat Rate Envelope,Plic Tarif Forfetar Mic Posta Prioritara,module,Magento_Usps
Priority Mail Small Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Mic Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Mail Window Flat Rate Envelope,Plic Tarif Forfetar Fereastra Posta Prioritara,module,Magento_Usps
Priority Mail Window Flat Rate Envelope Hold For Pickup,Plic Tarif Forfetar Fereastra Posta Prioritara în asteptare pentru ridicare,module,Magento_Usps
Priority Overnight,Prioritate a doua zi,module,Magento_Fedex
Private Key,Cheie privata,module,Magento_Braintree
Proceed through checkout faster,Treceti mai repede prin procesul de checkout,module,Magento_Customer
Proceed to Checkout,Mergeti la checkout,module,Magento_Checkout
Process payments using your own internet merchant account.,Procesati platile folosind propriul dumneavoastra cont de comerciant pe internet.,module,Magento_Paypal
Processed,Procesat,module,Magento_Newsletter
Processing,Se proceseaza,module,Magento_Indexer
Processing,Se proceseaza,module,Magento_Sales
Product,Produs,module,Magento_Backend
Product,Produs,module,Magento_Bundle
Product,Produs,module,Magento_Catalog
Product,Produs,module,Magento_CatalogRule
Product,Produs,module,Magento_CatalogSearch
Product,Produs,module,Magento_Customer
Product,Produs,module,Magento_Multishipping
Product,Produs,module,Magento_Reports
Product,Produs,module,Magento_Review
Product,Produs,module,Magento_Sales
Product,Produs,module,Magento_Shipping
product,Produs,module,Magento_Tax
Product,Proodus,module,Magento_Widget
Product,Produs,module,Magento_Wishlist
Product %1 doesn't have linked %2 as %3,Produsul %1 nu are asociat %2 ca %3,module,Magento_Catalog
Product Alerts,Alerte produs,module,Magento_Catalog
Product Alerts,Alerte produs,module,Magento_ProductAlert
Product alerts cron warnings,Avertismente cron alerte produs.,module,Magento_ProductAlert
Product Alerts Run Settings,Setari Rulare Alerte Produs,module,Magento_ProductAlert
Product already has this option,Produsul are deja aceasta optiune,module,Magento_ConfigurableProduct
Product Attribute,Atribut produs,module,Magento_CatalogRule
Product Attribute,Atribut produs,module,Magento_CatalogWidget
Product Attribute,Atribut produs,module,Magento_SalesRule
Product attribute combination,Combinare atribute produs,module,Magento_SalesRule
Product Attributes,Atribute produs,module,Magento_Catalog
Product availability,Disponibilitate produs,module,Magento_CatalogInventory
Product Categories,Categorii produse,module,Magento_Catalog
Product Details and Comment,Comentariu si detalii produs,module,Magento_Wishlist
Product EAV,Produs EAV,module,Magento_Catalog
Product Exception.,Exceptie Produs.,module,Magento_Wishlist
Product Fields Auto-Generation,Auto-generare domenii produse,module,Magento_Catalog
Product Flat Data,Plan informatii produs,module,Magento_Catalog
Product has been already attached,Produsul a fost deja atasat,module,Magento_ConfigurableProduct
"Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3","Produsul nu are pret de grup cu astfel de informatii: IdGrupClient = '%1', website = %2, cantitate = %3",module,Magento_Catalog
Product Image Placeholders,înlocuitori Imagine Produs,module,Magento_Catalog
Product Image Watermarks,Suprapuneri imagini produs,module,Magento_Catalog
Product In Websites,Produsul în website-uri,module,Magento_Catalog
Product is not loaded,Produsul nu este încarcat,module,Magento_Catalog
Product is not salable.,Produsul nu este la vanzare.,module,Magento_Wishlist
Product Link Block Template,sablon bloc link produs,module,Magento_Catalog
Product Link Inline Template,sablon inline link produs,module,Magento_Catalog
Product Listing Sort by,Ordonare Produse dupa,module,Magento_Catalog
Product Name,Nume produs,module,Magento_Bundle
Product Name,Nume produs,module,Magento_CatalogInventory
Product Name,Nume produs,module,Magento_Checkout
Product Name,Nume produs,module,Magento_Downloadable
Product Name,Nume produs,module,Magento_GroupedProduct
Product Name,Nume produs,module,Magento_Multishipping
Product Name,Nume produs,module,Magento_Review
Product Name,Nume produs,module,Magento_Sales
Product Name,Nume produs,module,Magento_Shipping
Product Name,Nume produs,module,Magento_Wishlist
Product offline,Produs offline,module,Magento_Catalog
Product online,Produs online,module,Magento_Catalog
Product online status,Status produs online,module,Magento_Catalog
Product option with id %1 does not exist,Optiunea de produs cu id-ul %1 nu exista.,module,Magento_Catalog
Product Price,Pret produs,module,Magento_Catalog
Product Rating,RatingProdus,module,Magento_Review
Product Rating:,Rating produs:,module,Magento_Review
Product Review (submitted on %1):,Rating produs (trimis la %1):,module,Magento_Review
Product Reviews,Recenzii produs,module,Magento_Reports
Product Reviews,Recenzii Produs,module,Magento_Review
Product Reviews Report,Raport recenzii produs,module,Magento_Reports
Product Stock Options,Optiuni stoc produs,module,Magento_CatalogInventory
Product Store Name,Nume magazin produs,module,Magento_Review
Product Tax Class,Clasa taxa produs,module,Magento_Tax
Product Thumbnail Itself,Mniatura produsului însasi,module,Magento_Catalog
Product type of the product must be 'downloadable'.,Tipul produsului trebuie sa fie 'descarcabil'.,module,Magento_Downloadable
Product URL Suffix,Sufix URL produs,module,Magento_CatalogUrlRewrite
Product Video,Produs video,module,Magento_ProductVideo
Product View Optimization,Optimizare vizualizare produs,module,Magento_GoogleOptimizer
Product Views Report,Raport vizualizari produs,module,Magento_Reports
"Product with id ""%1"" does not contain required attribute ""%2"".","Produsul cu id-ul ""%1"" nu contine atributul necesar ""%2"".",module,Magento_ConfigurableProduct
"Product with id ""%1"" does not exist.","Produsul cu id-ul ""%1"" nu exista.",module,Magento_ConfigurableProduct
"Product with SKU ""%1"" does not exist","Produsul cu unitatea de înmagazinare ""%1"" nu exista",module,Magento_Catalog
"Product with SKU ""%1"" does not exist","Produsul cu unitatea de înmagazinare""%1"" nu exista",module,Magento_CatalogInventory
Product with SKU %1 is not linked to product with SKU %2,Produsul cu unitatea de înmagazinare %1 nu este asociat cu produsul cu unitatea de înmagazinare %2,module,Magento_Catalog
"Product with specified sku: ""%1"" does not contain option: ""%2""","Produsul cu unitatea de înmagazinare: ""%1"" nu contine optiunea: ""%2""",module,Magento_Bundle
"Product with specified sku: ""%1"" is not a bundle product","Produsul cu unitatea de înmagazinare: ""%1"" nu este un produs la pachet",module,Magento_Bundle
Product with specified sku: %1 is not a bundle product,Produsul cu unitatea de înmagazinare: %1 nu este un produs la pachet,module,Magento_Bundle
Product with specified sku: %1 is not a configurable product,Produsul cu unitatea de înmagazinare: %1 nu este un produs configurabil,module,Magento_ConfigurableProduct
Product:,Produs:,module,Magento_UrlRewrite
"Product: ""%1"" reviewed by: %2","Produs: ""%1"" recenzat de: %2",module,Magento_Review
"Product: <a href=""%1"" target=""_blank"">%2</a> <br/>","Produsul: <a href=""%1"" target=""_blank"">%2</a> <br/>",module,Magento_Review
Products,Produse,module,Magento_Catalog
Products,Produse,module,Magento_Reports
Products,Produse,module,Magento_Sales
Products,Produse,module,Magento_Widget
"Products ""%1"" and %2 have the same set of attribute values.","Produsele ""%1"" si %2 au acelasi set de valori atribut.",module,Magento_ConfigurableProduct
Products Bestsellers Report,Raport cele mai vandute produse,module,Magento_Reports
Products Comparison List,Lista comparare produse,module,Magento_Catalog
Products Grid Template,sablon grila produse,module,Magento_CatalogWidget
Products in carts,Produse în cosuri,module,Magento_Reports
Products in Carts,Produse în cos,module,Magento_Reports
Products in Comparison List,produse în lista de comparare,module,Magento_Sales
Products Information,Informatii produse,module,Magento_Catalog
Products Most Viewed Report,Raport cele mai vizualizate produse,module,Magento_Reports
Products only,Doar produse,module,Magento_Catalog
Products Options,Optiuni produs,module,Magento_Sitemap
Products Ordered,Produse comandate,module,Magento_Reports
Products per Page on Grid Allowed Values,Produse pe Pagina în Grila de Valori Permise,module,Magento_Catalog
Products per Page on Grid Default Value,Produse pe Pagina în Grila de Valori Implicite,module,Magento_Catalog
Products per Page on List Allowed Values,Produse pe Pagina în Lista de Valori Permise,module,Magento_Catalog
Products per Page on List Default Value,Produse pe Pagina în Lista de Valori Implicite,module,Magento_Catalog
Products Report,Raport produse,module,Magento_Reports
Products Reviews,Recenzie produs,module,Magento_Reports
Products should be added to package(s),Produsele ar trebui adaugate la colete.,module,Magento_Shipping
Products subselection,Subselectie produs,module,Magento_SalesRule
Products will still be shown by direct product URLs.,Produsele vor fi afisate prin URL-uri directe produs,module,Magento_CatalogInventory
Profit,Profit,module,Magento_Reports
Promo,Promo,module,Magento_CatalogRule
Promotion Coupons Usage Report,Raport utilizare Cupon Promotional,module,Magento_Reports
Promotions,Promotii,module,Magento_CatalogRule
Promotions,Promotii,module,Magento_SalesRule
Properties,Proprietati,module,Magento_Catalog
Provided Attribute set non product Attribute set.,Set atribute specificat Set atribute non produs.,module,Magento_Catalog
Provided content must be valid base64 encoded data.,Continutul furnizat trebuie sa fie date codate base64 valide.,module,Magento_Downloadable
Provided downloadable link is not related to given product.,Link-ul descacabil furnizat nu este asociat cu produsul dat.,module,Magento_Downloadable
Provided downloadable sample is not related to given product.,Specimenul descarcabil furnizat nu este asociat cu produsul dat.,module,Magento_Downloadable
Provided file content must be valid base64 encoded data.,Continutul fisierului furnizat trebuie sa fie date codate base64 valide.,module,Magento_Downloadable
Provided file name contains forbidden characters.,Numele fisierului furnizat contine caractere interzise.,module,Magento_Downloadable
Provided form does not exist,Formularul furnizat nu exista,module,Magento_Captcha
Provided link information is invalid.,Informatia link furnizata nu este valida.,module,Magento_Downloadable
"Provided link type ""%1"" does not exist","Tip link furnizat ""%1"" inexistent",module,Magento_Catalog
Provided sample information is invalid.,Specimenul informatiei furnizate nu este valid.,module,Magento_Downloadable
Proxy Host,Gazda Proxy,module,Magento_Paypal
Proxy Port,Port Proxy,module,Magento_Paypal
Public content cache lifetime in seconds. If field is empty default value 86400 will be saved.,"Termen continut public cache în secunde. Daca acest camp este gol, valoarea implicita de 86400 va fi salvata.",module,Magento_PageCache
Public In RSS Feed,Public în fluxul RSS,module,Magento_SalesRule
Public Key,Cheie publica,module,Magento_Braintree
Publisher ID,ID Editor,module,Magento_Paypal
Purchase Date,Data achizitie,module,Magento_Sales
Purchase Order,Comanda de achizitie,module,Magento_OfflinePayments
Purchase Order Number,Numar achizitie,module,Magento_OfflinePayments
Purchase Order Number: %1,Numar achizitie: %1,module,Magento_OfflinePayments
Purchase Point,Punct de achizitie,module,Magento_Customer
Purchase Point,Punct de achizitie,module,Magento_Paypal
Purchase Point,Punct de achizitie,module,Magento_Sales
Purchased,Achizitionat,module,Magento_Customer
Purchased,Achizitionat,module,Magento_Paypal
Purchased From,Achizitionat de la,module,Magento_Sales
Purchased From: %1,Achizitionat de la: %1,module,Magento_Sales
Purchases,Achizitii,module,Magento_Reports
px.,px.,module,Magento_Catalog
px.,px.,module,Magento_Cms
Qty,Cantitate,module,Magento_Catalog
Qty,Cantitate,module,Magento_CatalogInventory
Qty,Cantitate,module,Magento_Checkout
Qty,Cantitate,module,Magento_Customer
Qty,Cantitate,module,Magento_Downloadable
Qty,Cantitate,module,Magento_GroupedProduct
Qty,Cantitate,module,Magento_Multishipping
Qty,Cantitate,module,Magento_Paypal
Qty,Cantitate,module,Magento_Sales
Qty,Cantitate,module,Magento_Shipping
Qty,Cantitate,module,Magento_Wishlist
Qty Increments,Cresteri de cantitate,module,Magento_Catalog
Qty Increments,Cresteri cantitate,module,Magento_CatalogInventory
Qty Invoiced,Cantitate facturata,module,Magento_Bundle
Qty Invoiced,Cantitate facturata,module,Magento_Downloadable
Qty Invoiced,Cantitate facturata,module,Magento_Sales
Qty Ordered,Cantitate comandata,module,Magento_Shipping
Qty Shipped,Cantitat livrata,module,Magento_Bundle
Qty Shipped,Cantitate livrata,module,Magento_Sales
Qty Shipped,Cantitate livrata,module,Magento_Shipping
Qty to Invoice,Cantitate de facturat.,module,Magento_Sales
Qty to Refund,Cantitate de restituit,module,Magento_Sales
Qty to Ship,Cantitate de livrat,module,Magento_Shipping
Qty Uses Decimals,Cantitatea foloseste zecimale,module,Magento_Catalog
Quantity,Cantitate,module,Magento_Backend
Quantity,Cantitate,module,Magento_Bundle
Quantity,Cantitate,module,Magento_Catalog
Quantity,Cantitate,module,Magento_CatalogInventory
Quantity,Cantitate,module,Magento_ConfigurableProduct
Quantity,Cantitate,module,Magento_Customer
Quantity,Cantitate,module,Magento_Reports
Quantity,Cantitate,module,Magento_Review
Quantity,Cantitate,module,Magento_Sales
Quantity,Cantitate,module,Magento_Wishlist
Quantity in cart,Cantitate în cos,module,Magento_SalesRule
Quantity was recalculated from %1 to %2,Cantitatea a fost recalculata de la %1 la %2,module,Magento_Checkout
Quantity:,Cantitate:,module,Magento_Bundle
Queue Date Start,Data de început sir,module,Magento_Newsletter
Queue End,Sfarsit sir,module,Magento_Newsletter
Queue Information,Informatii sir,module,Magento_Newsletter
Queue Newsletter,Pune Buletinul informativ la coada de asteptare,module,Magento_Newsletter
Queue Start,început sir,module,Magento_Newsletter
Queue Start Date,Data de început sir,module,Magento_Newsletter
Queue Subject,Subiect sir,module,Magento_Newsletter
Quote item id is not received.,ID-ul articolului mentiune nu este primit.,module,Magento_Sales
Quote item is not loaded.,Articolul mentiune nu este încarcat.,module,Magento_Sales
Quote Lifetime (days),Termen Mentiune (zile),module,Magento_Checkout
Range From,Gama de la,module,Magento_Tax
Range From,Gama de la,module,Magento_TaxImportExport
Range To,Gama pana la,module,Magento_Tax
Range To,Gama pana la,module,Magento_TaxImportExport
Range To should be equal or greater than Range From.,Gama pana la trebuie sa fie egala sau mai mare dect Gama de la.,module,Magento_Tax
Rate,rata,module,Magento_Reports
Rate,Rata,module,Magento_Tax
Rate,Rata,module,Magento_TaxImportExport
Rate Percent,Procentaj rata,module,Magento_Tax
Rating,Rating,module,Magento_Review
Rating Information,Informatii Rating,module,Magento_Review
Rating isn't Available,Rating-ul nu este disponibil,module,Magento_Review
Rating Title,Titlu Rating,module,Magento_Review
Rating Visibility,Vizibilitate Rating,module,Magento_Review
Ratings,Rating-uri,module,Magento_Review
Ratings Review Summary,Rating-uri cuprins recenzii,module,Magento_Review
Read Details,Cititi detalii,module,Magento_AdminNotification
Read More,Mai multe,module,Magento_Marketplace
Ready,Gata,module,Magento_Indexer
Reason,Motiv,module,Magento_Checkout
Reauthorization,Reautorizare,module,Magento_Paypal
Reauthorize,Reautorizare,module,Magento_Integration
Rebuild,Reconstruit,module,Magento_Backend
Rebuild Catalog Index,Index catalog reconstruit,module,Magento_Backend
Rebuild Catalog product fulltext search index,Reconstruire index cautare text complet produs catalog,module,Magento_CatalogSearch
Rebuild Customer grid index,Reconstruire index grila client,module,Magento_Customer
Rebuild Flat Catalog Category,Reconstruire Plan Categorie de Catalog,module,Magento_Backend
Rebuild Flat Catalog Product,Reconstruire Plan Categorie de Produs,module,Magento_Backend
Receive Date,Data de primire,module,Magento_Customer
Recent Orders,Comenzi recente,module,Magento_Sales
Recent statistics have been updated.,Statistica recenta a fost actualizata.,module,Magento_Reports
Recently Compared,Recent comparate,module,Magento_Reports
Recently Compared Products,Produse comparate recent,module,Magento_Reports
Recently Compared Products,Produse comparate recent,module,Magento_Sales
Recently Viewed,Recent vizualizate,module,Magento_Reports
Recently Viewed,Recent vizualizate,module,Magento_Sales
Recently Viewed Products,Produse vizualizate recent,module,Magento_Reports
Recently Viewed Products,Produse vizualizate recent,module,Magento_Sales
Recently Viewed/Compared Products,Produse recent vizualizate/comparate,module,Magento_Reports
Recipients,Destinatari,module,Magento_Newsletter
Recommended,Recomandat,module,Magento_User
records found,registre gasite,module,Magento_Backend
Recovery Link Expiration Period (days),Perioada de expirare a link-ului de recuperare (zile),module,Magento_Backend
Recovery Link Expiration Period (days),Perioada expirare link recuperare (zile),module,Magento_Customer
Rectangular,Dreptunghiular,module,Magento_Usps
Redirect Customer to Account Dashboard after Logging in,Redirectionati clientul catre Panoul Contului dupa conectare,module,Magento_Customer
Redirect to CMS-page if Cookies are Disabled,Redirectionare la pagina CMS daca cookie-urile sunt dezactivate,module,Magento_Cms
Redirect Type,Tip redirectionare,module,Magento_UrlRewrite
Redirect URL,Redirectioneaza URL,module,Magento_Search
Reference ID,ID de referinta,module,Magento_Paypal
Reference ID:,ID referinta:,module,Magento_Paypal
Reference Information,Informatii de referinta,module,Magento_Paypal
Reflection Data,Informatii în oglinda,module,Magento_Store
Refresh,Reîmprospateaza,module,Magento_Backend
Refresh,Reîmprospatare,module,Magento_Reports
Refresh,Reîmprospateaza,module,Magento_Sales
Refresh Lifetime Statistics,Reîmprospatati Termen Statistica,module,Magento_Reports
Refresh Statistics,Reîmprospatare statistici,module,Magento_Reports
Refresh Statistics for the Last Day,Reîmprospatati Statistica pe ultima zi,module,Magento_Reports
refund,restituiti,module,Magento_Authorizenet
Refund,Restituire,module,Magento_Sales
Refund #,Restituire #,module,Magento_Sales
Refund #%1,Restituire #%1,module,Magento_Sales
Refund Amount,Restituire suma,module,Magento_Sales
Refund Offline,Restituire Offline,module,Magento_Sales
Refund Shipping,Restituire livrare,module,Magento_Sales
Refund Shipping (Excl. Tax),Restituire livrare (fara taxe incluse),module,Magento_Sales
Refund Shipping (Incl. Tax),Restituire livrare (taxe incluse),module,Magento_Sales
Refund Totals,Total restituiri,module,Magento_Sales
Refunded,Restituit,module,Magento_Bundle
Refunded,Restituit,module,Magento_Downloadable
Refunded,Restituit,module,Magento_Reports
Refunded,Restituit,module,Magento_Sales
Refunded Orders,Comenzi restituite,module,Magento_Reports
Refunds,Restituiri,module,Magento_Sales
Refunds Report,Raport restituiri,module,Magento_Reports
region,regiune,module,Magento_Customer
Region/State,Regiune/Stat,module,Magento_Backend
Region/State,Regiune/zona,module,Magento_Email
Region/State,Zona/stat,module,Magento_OfflineShipping
Region/State,Regiune/Stat,module,Magento_Shipping
Registered a Void notification.,S-a înregistrat o notificare anulata.,module,Magento_Sales
Registered Customers,Clienti înregistrati,module,Magento_Customer
Registered notification about captured amount of %1.,Notificare înregistrata despre suma captata de %1.,module,Magento_Sales
Registered notification about refunded amount of %1.,Notificare înregistrata despre suma restituita de %1.,module,Magento_Sales
Registered update about approved payment.,Actualizare înregistrata despre plata aprobata.,module,Magento_Sales
Registered update about denied payment.,Actualizare înregistrata despre plata refuzata.,module,Magento_Sales
Regular,Normal,module,Magento_Dhl
Regular,Normal,module,Magento_Usps
Regular Pickup,Colectare standard,module,Magento_Fedex
Regular Price,Pret standard,module,Magento_Bundle
Regular Price,Pret standard,module,Magento_Catalog
Reimbursement for a chargeback.,Despagubire pentru stornare.,module,Magento_Paypal
Reimbursement of Chargeback,Despagubire stornare,module,Magento_Paypal
Reindex required,Reindexare solicitata,module,Magento_Indexer
Reject Transaction if:,Refuzati tranzactia daca:,module,Magento_Paypal
Related Orders,Comenzi asociate,module,Magento_Paypal
Related Products,Produse asociate,module,Magento_Catalog
Relative to Web Site Base URL,Corespunzator cu Base URL-ul website-ului,module,Magento_Cms
Relevance,Importanta,module,Magento_CatalogSearch
Reload captcha,Reîncarcati captcha,module,Magento_Captcha
Reload Data,Reîncarcare informatie,module,Magento_Backend
Remaining Downloads,Descarcari ramase,module,Magento_Downloadable
Remember Me,Memorare parola,module,Magento_Persistent
Remind Email Template,sablon reamintire adresa de email,module,Magento_Customer
Remove,Eliminati,module,Magento_AdminNotification
Remove,stergeti,module,Magento_Integration
Remove,sterge,module,Magento_LayeredNavigation
Remove,stergeti,module,Magento_Rule
Remove,Eliminare,module,Magento_Sales
Remove,Elimina,module,Magento_SendFriend
Remove,Eliminati,module,Magento_Theme
Remove ' .,Elimina ' .,module,Magento_Ui
Remove Attribute,stergeti atribut,module,Magento_ConfigurableProduct
Remove Coupon Code,Eliminare cod cupon,module,Magento_Sales
Remove image,stergeti imagine,module,Magento_ConfigurableProduct
Remove item,stergeti articol,module,Magento_Checkout
Remove Item,sterge articol,module,Magento_Multishipping
Remove item,sterge articol,module,Magento_Multishipping
Remove Item,Eliminati articol,module,Magento_Wishlist
Remove item,Eliminati articol,module,Magento_Wishlist
Remove Layout Update,Eliminati actualizare aspect,module,Magento_Widget
Remove Option,stergeti optiune,module,Magento_ConfigurableProduct
Remove Product,stergeti produs,module,Magento_Catalog
Remove Product,stergeti produs,module,Magento_ConfigurableProduct
Remove Product From Websites,stergeti produs din website-uri,module,Magento_Catalog
Remove Recipent,Elimina destinatar,module,Magento_SendFriend
Remove This Item,stergeti acest articol,module,Magento_Catalog
Remove This Item,sterge acest articol,module,Magento_LayeredNavigation
Remove This Item,Eliminati acest articol,module,Magento_Wishlist
Reorder,Comandati din nou,module,Magento_Sales
Reorganize EAV category structure to flat structure,Reorganizati structura categoriei EAV pentru planul de structura,module,Magento_Catalog
